source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,group,episode,song_id,predicted_preferred_mix,actual_top_tie_set,top1_correct,spearman
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P017__heldout__P017__trial_03,P017,group_02,EDR-1,pouring_room,D,C,0,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P017__heldout__P017__trial_04,P017,group_02,EDR-1,in_the_meantime,C,D,0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P017__heldout__P017__trial_05,P017,group_02,FM-1,pouring_room,B,C,0,0.8
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P017__heldout__P017__trial_06,P017,group_02,FM-1,in_the_meantime,E,B,0,-0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P018__heldout__P018__trial_01,P018,group_02,EDR-2,pouring_room,E,A|B|C|D|E,1,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P018__heldout__P018__trial_02,P018,group_02,EDR-2,in_the_meantime,C,D,0,-0.5642880936468347
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P018__heldout__P018__trial_03,P018,group_02,FM-1,pouring_room,A,A|B|C|D|E,1,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P018__heldout__P018__trial_04,P018,group_02,FM-1,in_the_meantime,A,A|B|C|D|E,1,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P018__heldout__P018__trial_05,P018,group_02,EDR-1,pouring_room,D,A|B|C|D|E,1,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P018__heldout__P018__trial_06,P018,group_02,EDR-1,in_the_meantime,C,B,0,-0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P019__heldout__P019__trial_01,P019,group_02,EDR-2,in_the_meantime,D,D,1,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P019__heldout__P019__trial_02,P019,group_02,EDR-2,pouring_room,D,A,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P019__heldout__P019__trial_03,P019,group_02,EDR-1,in_the_meantime,A,A,1,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P019__heldout__P019__trial_04,P019,group_02,EDR-1,pouring_room,C,B,0,0.2
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P019__heldout__P019__trial_05,P019,group_02,FM-1,in_the_meantime,E,A,0,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P019__heldout__P019__trial_06,P019,group_02,FM-1,pouring_room,C,E,0,-0.2
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P020__heldout__P020__trial_01,P020,group_02,FM-1,in_the_meantime,A,D,0,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P020__heldout__P020__trial_02,P020,group_02,FM-1,pouring_room,B,A,0,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P020__heldout__P020__trial_03,P020,group_02,EDR-2,in_the_meantime,E,C,0,-0.4
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P020__heldout__P020__trial_04,P020,group_02,EDR-2,pouring_room,D,D,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P020__heldout__P020__trial_05,P020,group_02,EDR-1,in_the_meantime,D,D,1,0.41039134083406165
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P020__heldout__P020__trial_06,P020,group_02,EDR-1,pouring_room,A,A,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P021__heldout__P021__trial_01,P021,group_01,EDR-1,lead_me,B,C,0,0.41039134083406165
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P021__heldout__P021__trial_02,P021,group_01,EDR-1,id_like_to_know,E,C,0,0.2
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P021__heldout__P021__trial_03,P021,group_01,FM-1,id_like_to_know,B,C|E,0,-0.41039134083406165
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P021__heldout__P021__trial_04,P021,group_01,FM-1,lead_me,A,A,1,0.31622776601683794
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P021__heldout__P021__trial_05,P021,group_01,EDR-2,lead_me,C,A|B|E,0,-0.7826237921249264
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P021__heldout__P021__trial_06,P021,group_01,EDR-2,id_like_to_know,C,B|C,1,0.7905694150420948
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P022__heldout__P022__trial_01,P022,group_01,EDR-2,id_like_to_know,C,E,0,0.1
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P022__heldout__P022__trial_02,P022,group_01,EDR-2,lead_me,B,C,0,-0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P022__heldout__P022__trial_03,P022,group_01,FM-1,lead_me,E,B,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P022__heldout__P022__trial_04,P022,group_01,FM-1,id_like_to_know,E,D,0,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P022__heldout__P022__trial_05,P022,group_01,EDR-1,lead_me,B,B,1,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P022__heldout__P022__trial_06,P022,group_01,EDR-1,id_like_to_know,A,B,0,-0.1
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P023__heldout__P023__trial_01,P023,group_02,FM-1,pouring_room,E,C,0,-0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P023__heldout__P023__trial_02,P023,group_02,FM-1,in_the_meantime,B,D,0,0.4
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P023__heldout__P023__trial_03,P023,group_02,EDR-1,in_the_meantime,B,A,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P023__heldout__P023__trial_04,P023,group_02,EDR-1,pouring_room,B,C,0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P023__heldout__P023__trial_05,P023,group_02,EDR-2,pouring_room,C,D,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P023__heldout__P023__trial_06,P023,group_02,EDR-2,in_the_meantime,C,A,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P024__heldout__P024__trial_01,P024,group_01,FM-1,id_like_to_know,B,E,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P024__heldout__P024__trial_02,P024,group_01,FM-1,lead_me,C,C,1,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P024__heldout__P024__trial_03,P024,group_01,EDR-1,id_like_to_know,A,A,1,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P024__heldout__P024__trial_04,P024,group_01,EDR-1,lead_me,A,A,1,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P024__heldout__P024__trial_05,P024,group_01,EDR-2,id_like_to_know,A,A,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P024__heldout__P024__trial_06,P024,group_01,EDR-2,lead_me,A,A,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P025__heldout__P025__trial_01,P025,group_01,EDR-1,id_like_to_know,E,E,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P025__heldout__P025__trial_02,P025,group_01,EDR-1,lead_me,D,B,0,0.8
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P025__heldout__P025__trial_03,P025,group_01,FM-1,id_like_to_know,D,A,0,0.8
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P025__heldout__P025__trial_04,P025,group_01,FM-1,lead_me,C,C,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P025__heldout__P025__trial_05,P025,group_01,EDR-2,lead_me,D,C,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P025__heldout__P025__trial_06,P025,group_01,EDR-2,id_like_to_know,A,B,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P026__heldout__P026__trial_01,P026,group_02,EDR-2,in_the_meantime,B,C,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P026__heldout__P026__trial_02,P026,group_02,EDR-2,pouring_room,A,B,0,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P026__heldout__P026__trial_03,P026,group_02,EDR-1,pouring_room,E,D,0,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P026__heldout__P026__trial_04,P026,group_02,EDR-1,in_the_meantime,A,B,0,-0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P026__heldout__P026__trial_05,P026,group_02,FM-1,pouring_room,E,D,0,0.8
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P026__heldout__P026__trial_06,P026,group_02,FM-1,in_the_meantime,C,B,0,-0.2
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P027__heldout__P027__trial_01,P027,group_02,FM-1,pouring_room,A,A,1,0.2
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P027__heldout__P027__trial_02,P027,group_02,FM-1,in_the_meantime,C,C,1,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P027__heldout__P027__trial_03,P027,group_02,EDR-1,pouring_room,A,A,1,0.4
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P027__heldout__P027__trial_04,P027,group_02,EDR-1,in_the_meantime,C,B,0,0.2
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P027__heldout__P027__trial_05,P027,group_02,EDR-2,in_the_meantime,D,D,1,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P027__heldout__P027__trial_06,P027,group_02,EDR-2,pouring_room,B,B,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P028__heldout__P028__trial_01,P028,group_01,EDR-2,id_like_to_know,D,D,1,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P028__heldout__P028__trial_02,P028,group_01,EDR-2,lead_me,C,A,0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P028__heldout__P028__trial_03,P028,group_01,FM-1,lead_me,D,D,1,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P028__heldout__P028__trial_04,P028,group_01,FM-1,id_like_to_know,D,D,1,0.8
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P028__heldout__P028__trial_05,P028,group_01,EDR-1,id_like_to_know,A,A,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P028__heldout__P028__trial_06,P028,group_01,EDR-1,lead_me,E,A,0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P029__heldout__P029__trial_01,P029,group_02,EDR-1,pouring_room,C,C,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P029__heldout__P029__trial_02,P029,group_02,EDR-1,in_the_meantime,B,A,0,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P029__heldout__P029__trial_03,P029,group_02,EDR-2,pouring_room,B,B,1,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P029__heldout__P029__trial_04,P029,group_02,EDR-2,in_the_meantime,A,C,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P029__heldout__P029__trial_05,P029,group_02,FM-1,pouring_room,C,B,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P029__heldout__P029__trial_06,P029,group_02,FM-1,in_the_meantime,D,E,0,0.8
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P030__heldout__P030__trial_01,P030,group_02,FM-1,in_the_meantime,A,C,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P030__heldout__P030__trial_02,P030,group_02,FM-1,pouring_room,C,C,1,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P030__heldout__P030__trial_03,P030,group_02,EDR-2,in_the_meantime,E,A,0,0.1
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P030__heldout__P030__trial_04,P030,group_02,EDR-2,pouring_room,D,E,0,0.1
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P030__heldout__P030__trial_05,P030,group_02,EDR-1,pouring_room,C,C,1,0.6
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P030__heldout__P030__trial_06,P030,group_02,EDR-1,in_the_meantime,D,C,0,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P031__heldout__P031__trial_01,P031,group_01,FM-1,id_like_to_know,E,E,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P031__heldout__P031__trial_02,P031,group_01,FM-1,lead_me,D,E,0,0.1
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P031__heldout__P031__trial_03,P031,group_01,EDR-2,id_like_to_know,A,A,1,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P031__heldout__P031__trial_04,P031,group_01,EDR-2,lead_me,C,A,0,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P031__heldout__P031__trial_05,P031,group_01,EDR-1,id_like_to_know,A,A,1,0.3
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P031__heldout__P031__trial_06,P031,group_01,EDR-1,lead_me,D,C,0,0.4
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P032__heldout__P032__trial_01,P032,group_02,EDR-2,pouring_room,D,D,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P032__heldout__P032__trial_02,P032,group_02,EDR-2,in_the_meantime,A,A,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P032__heldout__P032__trial_03,P032,group_02,EDR-1,pouring_room,A,C,0,0.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P032__heldout__P032__trial_04,P032,group_02,EDR-1,in_the_meantime,B,C,0,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P032__heldout__P032__trial_05,P032,group_02,FM-1,in_the_meantime,A,A,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P032__heldout__P032__trial_06,P032,group_02,FM-1,pouring_room,D,D,1,1.0
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P033__heldout__P033__trial_01,P033,group_02,FM-1,pouring_room,B,E,0,0.5
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P033__heldout__P033__trial_02,P033,group_02,FM-1,in_the_meantime,A,D,0,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P033__heldout__P033__trial_03,P033,group_02,EDR-2,pouring_room,B,B,1,0.1
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P033__heldout__P033__trial_04,P033,group_02,EDR-2,in_the_meantime,C,C,1,0.9
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P033__heldout__P033__trial_05,P033,group_02,EDR-1,in_the_meantime,C,B,0,0.7
llm,gpt__personalised_history,gpt,GPT-5.5,personalised_history,P033__heldout__P033__trial_06,P033,group_02,EDR-1,pouring_room,E,E,1,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P001__heldout__P001__trial_01,P001,group_01,FM-1,lead_me,C,E,0,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P001__heldout__P001__trial_02,P001,group_01,FM-1,id_like_to_know,C,E,0,-0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P001__heldout__P001__trial_03,P001,group_01,EDR-2,id_like_to_know,C,B,0,-0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P001__heldout__P001__trial_04,P001,group_01,EDR-2,lead_me,C,E,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P001__heldout__P001__trial_05,P001,group_01,EDR-1,lead_me,C,C,1,0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P001__heldout__P001__trial_06,P001,group_01,EDR-1,id_like_to_know,C,D,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P002__heldout__P002__trial_01,P002,group_01,EDR-2,id_like_to_know,C,B,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P002__heldout__P002__trial_02,P002,group_01,EDR-2,lead_me,C,B,0,-0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P002__heldout__P002__trial_03,P002,group_01,EDR-1,id_like_to_know,C,A,0,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P002__heldout__P002__trial_04,P002,group_01,EDR-1,lead_me,C,C,1,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P002__heldout__P002__trial_05,P002,group_01,FM-1,lead_me,C,C,1,0.3
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P002__heldout__P002__trial_06,P002,group_01,FM-1,id_like_to_know,C,C,1,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P003__heldout__P003__trial_01,P003,group_01,EDR-1,lead_me,D,E,0,-0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P003__heldout__P003__trial_02,P003,group_01,EDR-1,id_like_to_know,D,C,0,0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P003__heldout__P003__trial_03,P003,group_01,EDR-2,lead_me,C,D,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P003__heldout__P003__trial_04,P003,group_01,EDR-2,id_like_to_know,C,D,0,0.8
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P003__heldout__P003__trial_05,P003,group_01,FM-1,id_like_to_know,C,D,0,0.3
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P003__heldout__P003__trial_06,P003,group_01,FM-1,lead_me,C,B,0,-0.7
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P004__heldout__P004__trial_01,P004,group_01,FM-1,lead_me,C,A,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P004__heldout__P004__trial_02,P004,group_01,FM-1,id_like_to_know,C,E,0,-0.33541019662496846
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P004__heldout__P004__trial_03,P004,group_01,EDR-1,id_like_to_know,A,C,0,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P004__heldout__P004__trial_04,P004,group_01,EDR-1,lead_me,C,D,0,0.10259783520851541
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P004__heldout__P004__trial_05,P004,group_01,EDR-2,id_like_to_know,C,D,0,0.4
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P004__heldout__P004__trial_06,P004,group_01,EDR-2,lead_me,C,E,0,-0.8
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P005__heldout__P005__trial_01,P005,group_02,FM-1,in_the_meantime,C,A,0,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P005__heldout__P005__trial_02,P005,group_02,FM-1,pouring_room,C,E,0,0.0
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P005__heldout__P005__trial_03,P005,group_02,EDR-2,pouring_room,D,D,1,0.3
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P005__heldout__P005__trial_04,P005,group_02,EDR-2,in_the_meantime,C,E,0,-0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P005__heldout__P005__trial_05,P005,group_02,EDR-1,in_the_meantime,C,E,0,-0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P005__heldout__P005__trial_06,P005,group_02,EDR-1,pouring_room,C,E,0,0.2
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P006__heldout__P006__trial_01,P006,group_01,EDR-1,lead_me,C,A,0,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P006__heldout__P006__trial_02,P006,group_01,EDR-1,id_like_to_know,C,C,1,0.4
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P006__heldout__P006__trial_03,P006,group_01,EDR-2,id_like_to_know,C,B,0,-0.4
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P006__heldout__P006__trial_04,P006,group_01,EDR-2,lead_me,C,A,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P006__heldout__P006__trial_05,P006,group_01,FM-1,id_like_to_know,C,C,1,0.7
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P006__heldout__P006__trial_06,P006,group_01,FM-1,lead_me,C,B,0,-0.9
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P007__heldout__P007__trial_01,P007,group_02,EDR-1,in_the_meantime,C,C,1,0.8
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P007__heldout__P007__trial_02,P007,group_02,EDR-1,pouring_room,C,A,0,-0.2
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P007__heldout__P007__trial_03,P007,group_02,FM-1,pouring_room,C,C,1,0.3
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P007__heldout__P007__trial_04,P007,group_02,FM-1,in_the_meantime,D,E,0,0.5642880936468347
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P007__heldout__P007__trial_05,P007,group_02,EDR-2,in_the_meantime,C,C,1,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P007__heldout__P007__trial_06,P007,group_02,EDR-2,pouring_room,C,A,0,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P008__heldout__P008__trial_01,P008,group_01,FM-1,lead_me,C,D,0,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P008__heldout__P008__trial_02,P008,group_01,FM-1,id_like_to_know,C,A,0,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P008__heldout__P008__trial_03,P008,group_01,EDR-2,lead_me,A,A,1,0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P008__heldout__P008__trial_04,P008,group_01,EDR-2,id_like_to_know,C,D,0,0.9
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P008__heldout__P008__trial_05,P008,group_01,EDR-1,id_like_to_know,B,A,0,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P008__heldout__P008__trial_06,P008,group_01,EDR-1,lead_me,C,A,0,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P009__heldout__P009__trial_01,P009,group_02,FM-1,pouring_room,C,A,0,0.3
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P009__heldout__P009__trial_02,P009,group_02,FM-1,in_the_meantime,C,D,0,0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P009__heldout__P009__trial_03,P009,group_02,EDR-1,in_the_meantime,E,D,0,-0.3
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P009__heldout__P009__trial_04,P009,group_02,EDR-1,pouring_room,C,A,0,-0.6
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P009__heldout__P009__trial_05,P009,group_02,EDR-2,pouring_room,B,E,0,-0.7
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P009__heldout__P009__trial_06,P009,group_02,EDR-2,in_the_meantime,C,B,0,-0.7
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P010__heldout__P010__trial_01,P010,group_01,FM-1,lead_me,C,D,0,0.0
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P010__heldout__P010__trial_02,P010,group_01,FM-1,id_like_to_know,C,C,1,0.5
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P010__heldout__P010__trial_03,P010,group_01,EDR-1,id_like_to_know,B,C,0,0.7
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P010__heldout__P010__trial_04,P010,group_01,EDR-1,lead_me,D,D,1,0.4
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P010__heldout__P010__trial_05,P010,group_01,EDR-2,lead_me,C,A|C,1,0.6155870112510925
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P010__heldout__P010__trial_06,P010,group_01,EDR-2,id_like_to_know,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P011__heldout__P011__trial_01,P011,group_02,EDR-2,in_the_meantime,C,B,0,-0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P011__heldout__P011__trial_02,P011,group_02,EDR-2,pouring_room,C,C,1,0.1
llm,llama_3_1_70b_instruct__non_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,non_history,P011__heldout__P011__trial_03,P011,group_02,FM-1,pouring_room,C,A,0,0.3
